1990,sales (MwH),revenue ($1000)
"Northern States Power Co - Minnesota",35109825.0,3490070.0
"Northwestern Wisconsin Elec Co",173543.0,21860.0
"Ohio Edison Co",5038012.0,505024.0
"Ohio Power Co",15593921.0,1968065.0
"Ohio Valley Electric Corp",206821.0,11759.0
"Oklahoma Electric Coop Inc",1140512.0,135089.0
"Oklahoma Gas & Electric Co",27000755.0,2141914.0
"Omaha Public Power District",10659656.0,897752.0
"Orange & Rockland Utils Inc",1467458.0,302170.0
"Otter Tail Power Co",4696860.0,358459.0
"PECO Energy Co",11394477.0,1588937.0
"PPL Electric Utilities Corp",8927344.0,1210968.0
"PUD 1 of Snohomish County",6477971.0,546693.0
"PUD No 1 of Clark County - (WA)",4380721.0,353903.0
"PUD No 1 of Cowlitz County",5073200.0,242356.0
"PacifiCorp",54999278.0,4651213.0
"Pacific Gas & Electric Co",75114523.0,12495425.0
"Palmetto Electric Coop Inc",1493064.0,172598.0
"Pascoag Utility District",56721.0,8493.0
"Pennsylvania Electric Co",4014431.0,491946.0
"Pennsylvania Power Co",1600545.0,157928.0
"Pennyrile Rural Electric Coop",1223312.0,124516.0
"Pike County Light & Power Co",35422.0,6271.0
"Pioneer Power and Light Co",15424.0,2197.0
"Portland General Electric Co",17603187.0,1687462.0
"Potomac Electric Power Co",9025896.0,1185674.0
"Poudre Valley R  E  A, Inc",1096702.0,108819.0
"Powder River Energy Corp",2748340.0,187639.0
"Provo City Corp",784881.0,65687.0
"Public Service Co of Colorado",28676481.0,2866117.0
"Public Service Co of NH",3777460.0,687885.0
"Public Service Co of NM",9037308.0,976900.0
"Public Service Co of Oklahoma",17947669.0,1275756.0
"Public Service Elec & Gas Co",19584038.0,2925380.0
"Public Works Comm-City of Fayetteville",1893810.0,180986.0
"Puget Sound Energy Inc",20672899.0,2001055.0
"Raft Rural Elec Coop Inc",286291.0,16717.0
"Rappahannock Electric Coop",4376249.0,429390.0
"Rochester Gas & Electric Corp",2620139.0,366901.0
"Rochester Public Utilities",1206361.0,127264.0
"Rockland Electric Co",926521.0,147420.0
"Roosevelt County Elec Coop Inc",164015.0,17712.0
"Rosebud Electric Coop Inc",89591.0,8637.0
"Roughrider Electric Cooperativ",781935.0,64360.0
"Rutherford Elec Member Corp",1245779.0,129458.0
"Sacramento Municipal Util Dist",10497960.0,1285934.0
"Salmon River Electric Coop Inc",259837.0,11447.0
"Salt River Project",27548529.0,2658973.0
"San Diego Gas & Electric Co",16450190.0,3145382.0
"San Luis Valley R E C, Inc",205775.0,30583.0
"Sharyland Utilities LP",850874.0,96649.0
"Shenandoah Valley Elec Coop",2413647.0,237001.0
"Sierra Pacific Power Co",8097074.0,736178.0
"Singing River Elec Pwr Assn",1424426.0,159828.0
"Sioux Valley SW Elec Coop",740577.0,69933.0
"South Carolina Electric&Gas Company",22374515.0,2575794.0
"South Carolina Public Service Authority",11194717.0,794063.0
"South Kentucky Rural E C C",1310884.0,134328.0
"Southeastern Electric Coop Inc - (SD)",628295.0,53092.0
"Southern California Edison Co",75828585.0,11939937.0
"Southern Indiana Gas & Elec Co",5589460.0,573487.0
"Southern Pine Elec Power Assn",2056051.0,218202.0
"Southern Public Power District",946708.0,86776.0
"Southwest Tennessee E M C",956530.0,107674.0
"Southwestern Electric Power Co",18288697.0,1419256.0
"Southwestern Public Service Co",19107573.0,1291489.0
"Strawberry Electric Serv Dist",51708.0,5236.0
"Superior Water and Light Co",770427.0,54746.0
"Surprise Valley Electrification",144806.0,9954.0
"TDX North Slope Generating Co",68810.0,13905.0
"Tampa Electric Co",18525740.0,1982613.0
"Tennessee Valley Authority",19445876.0,935516.0
"The Narragansett Electric Co",5006934.0,816857.0
"The Potomac Edison Company",7299144.0,650468.0
"The Toledo Edison Co",2461640.0,206810.0
"Total EPM",3764700264.0,393096410.0
"Town of Madison - (ME)",28408.0,4098.0
"Town of Reading - (MA)",679152.0,69533.0
"Town of Wallingford - (CT)",596448.0,70178.0
"Trico Electric Cooperative Inc",672038.0,86792.0
"Tucson Electric Power Co",9165355.0,915309.0
"Turlock Irrigation District",2004621.0,271294.0
"UGI Utilities, Inc",759957.0,96662.0
"UNS Electric, Inc",1677455.0,167999.0
"US Total EPM",3764700267.0,393096409.0
"USBIA-Mission Valley Power",380187.0,22586.0
"Union Electric Co - (MO)",37022541.0,3112534.0
"United Illuminating Co",1772917.0,354366.0
"United Power, Inc",1618586.0,176220.0
"Unitil Energy Systems",758893.0,125408.0
"Upper Cumberland E M C",1042934.0,109937.0
"Upper Peninsula Power Co",772021.0,117340.0
"Valley Electric Assn, Inc",494501.0,53898.0
"Verdigris Valley Elec Coop Inc",682220.0,64032.0
"Verendrye Electric Coop Inc",594084.0,47607.0
"Vermont Electric Cooperative, Inc",447150.0,74408.0
"Virginia Electric & Power Co",80009779.0,7038937.0
"Virginia Tech Electric Service",350781.0,35153.0
"Volunteer Electric Coop",2336373.0,241192.0
"WAPA-- Western Area Power Administration",4574114.0,148868.0
"Warren Rural Elec Coop Corp",1926988.0,180967.0
"Watertown Municipal Utilities",383939.0,26919.0
"Wells Rural Electric Co",821183.0,41065.0
"Wellsborough Electric Co",120400.0,15452.0
"West Penn Power Company",7360536.0,641892.0
"West River Electric Assn Inc",277669.0,31397.0
"Westar Energy Inc",9973396.0,1014779.0
"Western Massachusetts Electric Company",1829900.0,297686.0
"Westfield Electric Company",12994.0,1873.0
"Wheeling Power Co",3269891.0,209441.0
"Wisconsin Electric Power Co",24293328.0,2914965.0
"Wisconsin Power & Light Co",10673940.0,1034106.0
"Wisconsin Public Service Corp",10820632.0,972364.0
"Wright-Hennepin Coop Elec Assn",907101.0,90410.0
"Yellowstone Valley Elec Co-op",260911.0,32701.0
,,
,,
,,
2015,sales (MwH),revenue ($1000)
"4-County Electric Power Assn",1017037.0,115403.0
"A & N Electric Coop",715486.0,79490.0
"AGC Division of APG Inc",4531892.0,181562.0
"ALLETE, Inc.",8424681.0,528807.0
"Adjustment 2015",1397992641.0,141906317.0
"Ahana Renewables, LLC",14758.0,4847.0
"Ajo Improvement Co",10175.0,1001.0
"Ak-Chin Electric Utility Authority",36432.0,2970.0
"Alabama Power Co",55765507.0,5234374.0
"Alaska Electric Light&Power Co",398453.0,41416.0
"Alaska Power and Telephone Co",64302.0,17604.0
"Alaska Village Elec Coop, Inc",112711.0,57883.0
"Alpena Power Co",343345.0,33665.0
"Amana Society Service Co",92402.0,7942.0
"Ameren Illinois Company",9447773.0,832589.0
"Anchorage Municipal Light and Power",1004498.0,140727.0
"Appalachian Electric Coop",933393.0,100193.0
"Appalachian Power Co",28810784.0,2549889.0
"Arizona Public Service Co",27950491.0,3286014.0
"Arkansas Valley Elec Coop Corp",1216410.0,110555.0
"Atlantic City Electric Co",5119597.0,847978.0
"Avista Corp",8615652.0,763969.0
"Baltimore Gas & Electric Co",11956730.0,1657020.0
"Bear Valley Electric Service",132805.0,35405.0
"Berkeley Electric Coop Inc",2221431.0,249935.0
"Black Diamond Power Co",54476.0,6790.0
"Black Hills Electric Coop, Inc",135635.0,17539.0
"Black Hills Power, Inc. d/b/a",1775356.0,210132.0
"Black Hills/Colorado Elec.Util",1918199.0,245624.0
"Block Island Power Co",11751.0,5021.0
"Bonneville Power Administration",5857359.0,100109.0
"Brunswick Electric Member Corp",1327657.0,160084.0
"Carroll Electric Coop Corp - (AR)",1864003.0,164691.0
"Cass County Elec Coop Inc",1144970.0,114572.0
"Central Electric Coop, Inc - (SD)",326876.0,30316.0
"Central Hudson Gas & Elec Corp",2550911.0,416940.0
"Central Maine Power Co",4032237.0,550704.0
"Central Valley Elec Coop, Inc",829588.0,67986.0
"Cheyenne Light Fuel & Power d/b/a Black",1297038.0,142568.0
"Chugach Electric Assn Inc",1130426.0,170845.0
"Citizens Electric Co - (PA)",125139.0,13881.0
"City & County of San Francisco",983982.0,101840.0
"City Utilities of Springfield - (MO)",2991976.0,255496.0
"City of Berea Municipal Utility",124146.0,10241.0
"City of Boulder City - (NV)",145215.0,12914.0
"City of Bountiful",277990.0,25432.0
"City of Bristol - (TN)",890509.0,84439.0
"City of Brookings - (SD)",314047.0,25521.0
"City of Burlington Electric - (VT)",343547.0,48298.0
"City of Chattanooga - (TN)",5660514.0,547653.0
"City of Clarksville - (TN)",1472723.0,156442.0
"City of Cleveland - (TN)",1080642.0,97662.0
"City of Clinton - (TN)",779638.0,74967.0
"City of Coffeyville - (KS)",740212.0,51063.0
"City of Colorado Springs - (CO)",4515508.0,416279.0
"City of Corona - (CA)",78973.0,11024.0
"City of Dover - (DE)",724176.0,80426.0
"City of Eugene - (OR)",2305020.0,203651.0
"City of Farmington - (NM)",1095224.0,84895.0
"City of Florence - (AL)",1201260.0,118497.0
"City of Fort Collins - (CO)",1468548.0,118301.0
"City of Fremont - (NE)",409190.0,33774.0
"City of Gillette - (WY)",325234.0,29017.0
"City of Grand Island - (NE)",711818.0,61027.0
"City of Greeneville - (TN)",1110243.0,99780.0
"City of Hastings - (NE)",397643.0,30267.0
"City of Holyoke - (MA)",355023.0,41800.0
"City of Huntsville - (AL)",5100416.0,469375.0
"City of Idaho Falls - (ID)",670206.0,42376.0
"City of Independence - (MO)",994774.0,130284.0
"City of Kansas City - (KS)",2211917.0,207360.0
"City of Lake Crystal - (MN)",15667.0,2542.0
"City of Lansing - (MI)",2125871.0,274712.0
"City of Lenoir - (TN)",1606168.0,156104.0
"City of Logan - (UT)",425137.0,36169.0
"City of Madison - (SD)",96720.0,9672.0
"City of Memphis - (TN)",13787763.0,1266527.0
"City of Newark - (DE)",416949.0,51732.0
"City of North Little Rock - (AR)",917453.0,89197.0
"City of Pasadena - (CA)",1097325.0,174632.0
"City of Pierre - (SD)",178941.0,15540.0
"City of San Antonio - (TX)",21568827.0,2057560.0
"City of Santa Clara - (CA)",3227761.0,361121.0
"City of Seattle - (WA)",9124682.0,730676.0
"City of Springville - (UT)",240867.0,23990.0
"City of St George",617384.0,57167.0
"City of Tacoma  - (WA)",4582924.0,314579.0
"City of Tupelo - (MS)",657624.0,55515.0
"City of Volga - (SD)",51506.0,4518.0
"Clatskanie Peoples Util Dist",905635.0,44512.0
"Cleco Power LLC",8613435.0,879455.0
"Cleveland Electric Illum Co",3114567.0,347634.0
"Cloverland Electric Co-op",707438.0,75603.0
"Coast Electric Power Assn",1725798.0,196487.0
"Cobb Electric Membership Corp",3912197.0,393590.0
"Colorado River Comm of Nevada",1027966.0,26660.0
"Commonwealth Edison Co",20508315.0,2381052.0
"Connecticut Light & Power Co",8741498.0,1676383.0
"Connexus Energy",1947513.0,227522.0
"Consolidated Edison Co-NY Inc",20206561.0,4757635.0
"Consolidated Water Power Co",1017003.0,54033.0
"Constellation Solar Holding, LLC",88442.0,11018.0
"Consumers Energy Co",32992003.0,3987186.0
"Corinthian Energy, LLC",10974.0,2065.0
"Cornhusker Public Power Dist",357500.0,34592.0
"Cuivre River Electric Coop Inc",1263817.0,105812.0
"Cumberland Elec Member Corp",2530040.0,253368.0
"DTE Electric Company",41910638.0,4531499.0
"Dahlberg Light & Power Co",102770.0,12643.0
"Dakota Electric Association",1792315.0,191374.0
"Dakota Valley Elec Coop Inc",620884.0,47187.0
"Dawson Power District",558609.0,59677.0
"Dayton Power & Light Co",3905045.0,471768.0
"Decatur Utilities",1206396.0,92961.0
"Delaware Electric Cooperative",1365564.0,160358.0
"Delmarva Power",6056715.0,832937.0
"Duck River Elec Member Corp",1837792.0,183047.0
"Duke Energy Carolinas, LLC",78943230.0,6616593.0
"Duke Energy Florida, Inc",38565246.0,4442864.0
"Duke Energy Indiana, LLC",27820955.0,2450991.0
"Duke Energy Kentucky",4033291.0,312150.0
"Duke Energy Ohio Inc",5081023.0,552996.0
"Duke Energy Progress - (NC)",43574982.0,3953955.0
"Duquesne Light Co",3942622.0,563898.0
"East Central Energy",919267.0,117412.0
"Eastern Maine Electric Coop",94008.0,14835.0
"El Paso Electric Co",7798594.0,763332.0
"Electric Energy Inc",8444.0,358.0
"Emera Maine",1364202.0,196651.0
"Emerald People's Utility Dist",576552.0,43113.0
"Empire District Electric Co",4609245.0,506200.0
"Entergy Arkansas Inc",21160236.0,1820805.0
"Entergy Gulf States - LA LLC",16316826.0,1122145.0
"Entergy Louisiana LLC",38250528.0,2620663.0
"Entergy Mississippi Inc",13289768.0,1241220.0
"Entergy New Orleans Inc",5546573.0,470122.0
"Entergy Texas Inc.",17748084.0,1305968.0
"First Electric Coop Corp",1912723.0,176873.0
"Fishers Island Utility Co Inc",6032.0,2166.0
"Fitchburg Gas & Elec Light Co",197083.0,44871.0
"Flathead Electric Coop Inc",1400467.0,106217.0
"Florida Power & Light Co",110326686.0,10717231.0
"Florida Public Utilities Co",638346.0,92383.0
"Georgia Power Co",83804165.0,7722238.0
"Gibson Electric Members Corp",822818.0,80582.0
"Golden Valley Elec Assn Inc",1204532.0,204052.0
"Grand River Dam Authority",1466041.0,77745.0
"Green Mountain Power Corp",4229974.0,592631.0
"Groton Dept of Utilities - (CT)",454632.0,58821.0
"Gulf Power Co",11110953.0,1326932.0
"Hawaii Electric Light Co Inc",1064786.0,343844.0
"Hawaiian Electric Co Inc",6754082.0,1636244.0
"High Plains Power Inc",1032102.0,85896.0
"High West Energy, Inc",337948.0,37929.0
"Hinson Power Company LLC",7944.0,198.0
"Homer Electric Assn Inc",471770.0,96237.0
"Houlton Water Company",70420.0,7644.0
"Idaho Power Co",14264494.0,1164903.0
"Imperial Irrigation District",3349816.0,435894.0
"Indiana Michigan Power Co",18015611.0,1515156.0
"Indianapolis Power & Light Co",13708735.0,1210486.0
"Intermountain Rural Elec Assn",2240822.0,277808.0
"Interstate Power and Light Co",14892043.0,1423065.0
"JEA",12090655.0,1254104.0
"Jackson Electric Member Corp - (GA)",5268825.0,511066.0
"Jamestown Board of Public Util",453470.0,30987.0
"Jersey Central Power & Lt Co",10532703.0,1384838.0
"Joe Wheeler Elec Member Corp",1665052.0,144314.0
"Johnson City - (TN)",1919768.0,190409.0
"Jones-Onslow Elec Member Corp",1184791.0,130936.0
"K C Electric Association",191484.0,21454.0
"KCP&L Greater Missouri Operations Co.",7970619.0,745004.0
"Kansas City Power & Light Co",14698066.0,1556398.0
"Kansas Gas & Electric Co",9657319.0,910696.0
"Kauai Island Utility Cooperative",432079.0,142949.0
"Kenergy Corp",8791006.0,371569.0
"Kentucky Power Co",6218800.0,537057.0
"Kentucky Utilities Co",19046393.0,1561424.0
"Ketchikan Public Utilities",163898.0,16041.0
"Kilowatt Financial, LLC",66204.0,11427.0
"Kingsport Power Co",2086996.0,147655.0
"Knoxville Utilities Board",5485061.0,518254.0
"Kodiak Electric Assn Inc",147219.0,23656.0
"Kootenai Electric Cooperative",423562.0,37794.0
"Kotzebue Electric Assn Inc",19889.0,7903.0
"Liberty Utilities (Granite State Electri",493254.0,90499.0
"Lincoln Electric System",3170379.0,256172.0
"Lockhart Power Co",200872.0,20103.0
"Long Island Power Authority",18151256.0,3326347.0
"Los Alamos County",542999.0,45195.0
"Los Angeles Department of Water & Power",23358558.0,3506130.0
"Louisville Gas & Electric Co",11767032.0,1076766.0
"Loup River Public Power Dist",1102247.0,85731.0
"Lower Valley Energy Inc",713877.0,42644.0
"Madison Gas & Electric Co",3292122.0,415565.0
"Massachusetts Electric Co",8696033.0,1700822.0
"Matanuska Electric Assn Inc",731261.0,135968.0
"Maui Electric Co Ltd",1137631.0,343721.0
"McKenzie Electric Coop Inc",2283384.0,168814.0
"McLean Electric Coop, Inc",125585.0,12635.0
"Metropolitan Edison Co",4614919.0,579538.0
"MidAmerican Energy Co",23042077.0,1586500.0
"Middle Tennessee E M C",5776387.0,549336.0
"Midwest Electric Member Corp",219938.0,25568.0
"Midwest Energy Inc",1467714.0,153095.0
"Mississippi County Electric Co",2723135.0,126664.0
"Mississippi Power Co",9828598.0,945975.0
"Missoula Electric Coop, Inc",214829.0,20027.0
"Modesto Irrigation District",2482732.0,352296.0
"Mohave Electric Cooperative, I",657144.0,66423.0
"Monongahela Power Co",11470312.0,925966.0
"Montana-Dakota Utilities Co",3316018.0,268806.0
"Moon Lake Electric Assn Inc",1062969.0,73610.0
"Morenci Water and Electric",3041619.0,103886.0
"Mountrail-Williams Elec Coop",1696984.0,209289.0
"Mt Carmel Public Utility Co",96216.0,11324.0
"Mt Wheeler Power, Inc",525039.0,33321.0
"NSTAR Electric Company",7758996.0,1540006.0
"Nantucket Electric Co",128092.0,28261.0
"Nashville Electric Service",11918167.0,1223589.0
"Navajo Tribal Utility Authority",631646.0,75266.0
"Nebraska Public Power District",3133579.0,249340.0
"Nevada Power Co",21665971.0,2333329.0
"New Hampshire Elec Coop Inc",655541.0,127755.0
"New York State Elec & Gas Corp",6749508.0,790808.0
"Niagara Mohawk Power Corp.",13042432.0,1598851.0
"Nodak Electric Coop Inc",1081789.0,92574.0
"Norris Public Power District",768261.0,64127.0
"North Central Elec Coop, Inc",246357.0,22243.0
"North Central Power Co Inc",33499.0,4586.0
"NorthWestern Energy - (SD)",1544846.0,126989.0
"NorthWestern Energy LLC - (MT)",5960613.0,683540.0
"Northeast Oklahoma Electric Co",622950.0,68457.0
"Northern Electric Coop, Inc",294075.0,25473.0
"Northern Indiana Pub Serv Co",16567740.0,1536584.0
"Northern Plains Electric Coop",435727.0,39409.0
"Northern States Power Co",6647885.0,676825.0
"Northern States Power Co - Minnesota",34621560.0,3390599.0
"Northwestern Wisconsin Elec Co",167068.0,19748.0
"Ohio Edison Co",5086854.0,570716.0
"Ohio Power Co",13564155.0,1687610.0
"Ohio Valley Electric Corp",190816.0,10250.0
"Oklahoma Electric Coop Inc",1120553.0,125019.0
"Oklahoma Gas & Electric Co",26670395.0,1979118.0
"Omaha Public Power District",10375615.0,898959.0
"OneRoof Energy, Inc.",9500.0,1254.0
"Orange & Rockland Utils Inc",1463462.0,271003.0
"Otter Tail Power Co",4593605.0,359785.0
"PECO Energy Co",11682701.0,1603666.0
"PPL Electric Utilities Corp",8990848.0,1281444.0
"PUD 1 of Snohomish County",6451919.0,563054.0
"PUD No 1 of Clark County - (WA)",4310119.0,349101.0
"PUD No 1 of Cowlitz County",4922271.0,247922.0
"PacifiCorp",54641208.0,4720243.0
"Pacific Gas & Electric Co",72481825.0,12615980.0
"Palmetto Electric Coop Inc",1474682.0,167092.0
"Pascoag Utility District",56711.0,8967.0
"Pennsylvania Electric Co",4074613.0,530955.0
"Pennsylvania Power Co",1816216.0,208925.0
"Pennyrile Rural Electric Coop",1196733.0,120747.0
"Pike County Light & Power Co",33189.0,5298.0
"Pioneer Power and Light Co",14154.0,2214.0
"Portland General Electric Co",17706167.0,1707826.0
"Potomac Electric Power Co",9148026.0,1209217.0
"Poudre Valley R  E  A, Inc",1124255.0,111271.0
"Powder River Energy Corp",2633379.0,181067.0
"Provo City Corp",778969.0,66500.0
"Public Service Co of Colorado",28699556.0,2737510.0
"Public Service Co of NH",3996902.0,742136.0
"Public Service Co of NM",8986090.0,1001877.0
"Public Service Co of Oklahoma",17905328.0,1263691.0
"Public Service Elec & Gas Co",21205774.0,3105825.0
"Public Works Comm-City of Fayetteville",2061172.0,203933.0
"Puget Sound Energy Inc",20509762.0,2070535.0
"RGS Energy",425.0,77.0
"Raft Rural Elec Coop Inc",289075.0,17157.0
"Rappahannock Electric Coop",4371144.0,457571.0
"Rochester Gas & Electric Corp",2605567.0,335252.0
"Rochester Public Utilities",1199392.0,130815.0
"Rockland Electric Co",999343.0,163874.0
"Roosevelt County Elec Coop Inc",152116.0,15309.0
"Rosebud Electric Coop Inc",83674.0,8243.0
"Roughrider Electric Cooperativ",805094.0,67117.0
"Rutherford Elec Member Corp",1262196.0,132003.0
"Sacramento Municipal Util Dist",10473800.0,1333011.0
"Salmon River Electric Coop Inc",94032.0,6469.0
"Salt River Project",27703256.0,2753455.0
"San Diego Gas & Electric Co",16267013.0,3390271.0
"San Luis Valley R E C, Inc",190746.0,29065.0
"Shenandoah Valley Elec Coop",2350356.0,250948.0
"Sierra Pacific Power Co",8246176.0,722712.0
"Singing River Elec Pwr Assn",1385459.0,156587.0
"Sioux Valley SW Elec Coop",734643.0,69572.0
"SolarCity Corporation",1535198.0,192099.0
"South Carolina Electric&Gas Company",22172583.0,2477906.0
"South Carolina Public Service Authority",11183552.0,735226.0
"South Kentucky Rural E C C",1270979.0,125670.0
"Southeastern Electric Coop Inc - (SD)",627611.0,53238.0
"Southern California Edison Co",75438205.0,11650674.0
"Southern Indiana Gas & Elec Co",5458158.0,562465.0
"Southern Pine Elec Power Assn",1978111.0,215328.0
"Southern Public Power District",1038485.0,91966.0
"Southwest Tennessee E M C",942075.0,105580.0
"Southwestern Electric Power Co",17862614.0,1392011.0
"Southwestern Public Service Co",19127403.0,1206900.0
"Strawberry Electric Serv Dist",52888.0,5650.0
"SunEdison LLC",289601.0,38465.0
"SunPower Capital Services, LLC",40607.0,4708.0
"SunPower Capital, LLC",286509.0,34275.0
"Sunnova",83123.0,15073.0
"Sunrun Inc.",385561.0,71640.0
"Superior Water and Light Co",788343.0,58796.0
"Surprise Valley Electrification",140633.0,10642.0
"TDX North Slope Generating Co",73055.0,17366.0
"Tampa Electric Co",19006473.0,2012071.0
"Tennessee Valley Authority",18569936.0,849928.0
"The Narragansett Electric Co",4492265.0,836499.0
"The Potomac Edison Company",7195430.0,675152.0
"The Toledo Edison Co",2577328.0,224631.0
"Total EPM",3758992401.0,391341486.0
"Town of Madison - (ME)",28778.0,4436.0
"Town of Reading - (MA)",688423.0,84262.0
"Town of Wallingford - (CT)",601868.0,69135.0
"Trico Electric Cooperative Inc",683233.0,83526.0
"Tucson Electric Power Co",9053067.0,952296.0
"Turlock Irrigation District",2007957.0,278260.0
"UGI Utilities, Inc",743706.0,86415.0
"UNS Electric, Inc",1628038.0,166400.0
"US Total EPM",3758992388.0,391341468.0
"USBIA-Mission Valley Power",360155.0,21629.0
"Union Electric Co - (MO)",35875728.0,3209917.0
"United Illuminating Co",1824885.0,414878.0
"United Power, Inc",1934336.0,203815.0
"Unitil Energy Systems",647343.0,119565.0
"Upper Cumberland E M C",1033272.0,108495.0
"Upper Peninsula Power Company",778459.0,109300.0
"Valley Electric Assn, Inc",506308.0,55212.0
"Verdigris Valley Elec Coop Inc",653412.0,64683.0
"Verendrye Electric Coop Inc",568703.0,47511.0
"Vermont Electric Cooperative, Inc",446284.0,73837.0
"Virginia Electric & Power Co",80402396.0,7163774.0
"Virginia Tech Electric Service",352798.0,36145.0
"Vivint Solar, Inc.",325717.0,46901.0
"Volunteer Electric Coop",2265600.0,232834.0
"WAPA-- Western Area Power Administration",4086808.0,127969.0
"Warren Rural Elec Coop Corp",1902204.0,174648.0
"Watertown Municipal Utilities",372972.0,27366.0
"Wells Rural Electric Co",808113.0,40657.0
"Wellsborough Electric Co",120607.0,14492.0
"West Penn Power Company",7720314.0,757318.0
"West River Electric Assn Inc",271264.0,31646.0
"Westar Energy Inc",9792557.0,985120.0
"Western Massachusetts Electric Company",1477536.0,294281.0
"Westfield Electric Company",12896.0,2040.0
"Wheeling Power Co",3630362.0,237619.0
"Wisconsin Electric Power Co",25819670.0,2992199.0
"Wisconsin Power & Light Co",10617178.0,1071413.0
"Wisconsin Public Service Corp",10830352.0,1011275.0
"Wright-Hennepin Coop Elec Assn",875336.0,90854.0
"Yellowstone Valley Elec Co-op",255726.0,32360.0
,,
,,
,,
2016,sales (MwH),revenue ($1000)
"4-County Electric Power Assn",1035535.0,115480.0
"A & N Electric Coop",674611.0,72000.0
"AGC Division of APG Inc",1277004.0,85768.0
"ALLETE, Inc.",8181381.0,502936.0
"Adjustment 2016",1361280984.0,135913860.0
"Ahana Renewables, LLC",17996.0,5225.0
"Ajo Improvement Co",9470.0,923.0
"Ak-Chin Electric Utility Authority",36915.0,3026.0
"Alabama Power Co",54952074.0,5395203.0
"Alaska Electric Light&Power Co",393265.0,42262.0
"Alaska Power and Telephone Co",63391.0,16609.0
"Alaska Village Elec Coop, Inc",113088.0,48820.0
"Alpena Power Co",350113.0,32851.0
"Amana Society Service Co",96366.0,8125.0
"Ameren Illinois Company",8410737.0,786448.0
"Anchorage Municipal Light and Power",991880.0,145639.0
"Appalachian Electric Coop",927222.0,99962.0
"Appalachian Power Co",28323674.0,2603366.0
"Arizona Public Service Co",28022002.0,3335231.0
"Arkansas Valley Elec Coop Corp",1211633.0,110826.0
"Atlantic City Electric Co",4880220.0,807141.0
"Avista Corp",8509329.0,760978.0
"Baltimore Gas & Electric Co",12223367.0,1730892.0
"Bear Valley Electric Service",128040.0,35471.0
"Berkeley Electric Coop Inc",2400724.0,265012.0
"Black Diamond Power Co",53189.0,6950.0
"Black Hills Electric Coop, Inc",136789.0,18574.0
"Black Hills Power, Inc. d/b/a",1767988.0,206694.0
"Black Hills/Colorado Elec.Util",1916802.0,245504.0
"Block Island Power Co",11739.0,4874.0
"Bonneville Power Administration",4729861.0,57958.0
"Brunswick Electric Member Corp",1335614.0,161807.0
"Carroll Electric Coop Corp - (AR)",1920505.0,168310.0
"Cass County Elec Coop Inc",1163671.0,120836.0
"Central Electric Coop, Inc - (SD)",328365.0,30696.0
"Central Hudson Gas & Elec Corp",2642869.0,399766.0
"Central Maine Power Co",4053253.0,552472.0
"Central Valley Elec Coop, Inc",765865.0,61581.0
"Cheyenne Light Fuel & Power d/b/a Black",1449248.0,151309.0
"Chugach Electric Assn Inc",1113021.0,181197.0
"Citizens Electric Co - (PA)",119420.0,12526.0
"City & County of San Francisco",967159.0,107620.0
"City Utilities of Springfield - (MO)",3014579.0,255957.0
"City of Berea Municipal Utility",124480.0,10237.0
"City of Boulder City - (NV)",149905.0,13543.0
"City of Bountiful",282088.0,25960.0
"City of Bristol - (TN)",884718.0,83980.0
"City of Brookings - (SD)",315068.0,26880.0
"City of Burlington Electric - (VT)",340282.0,47968.0
"City of Chattanooga - (TN)",5606785.0,547806.0
"City of Clarksville - (TN)",1490796.0,159203.0
"City of Cleveland - (TN)",1088792.0,99422.0
"City of Clinton - (TN)",808799.0,77448.0
"City of Coffeyville - (KS)",762446.0,46645.0
"City of Colorado Springs - (CO)",4566374.0,405858.0
"City of Corona - (CA)",79512.0,10721.0
"City of Dover - (DE)",725910.0,79931.0
"City of Eugene - (OR)",2290129.0,207240.0
"City of Farmington - (NM)",1007234.0,82041.0
"City of Florence - (AL)",1200025.0,118304.0
"City of Fort Collins - (CO)",1503720.0,124635.0
"City of Fremont - (NE)",410040.0,35507.0
"City of Gillette - (WY)",320860.0,30690.0
"City of Grand Island - (NE)",722206.0,63206.0
"City of Greeneville - (TN)",1128788.0,101734.0
"City of Hastings - (NE)",403438.0,34098.0
"City of Holyoke - (MA)",360576.0,42316.0
"City of Huntsville - (AL)",5116344.0,471884.0
"City of Idaho Falls - (ID)",685247.0,40711.0
"City of Independence - (MO)",1026877.0,130485.0
"City of Kansas City - (KS)",2212295.0,209062.0
"City of Lake Crystal - (MN)",15883.0,2675.0
"City of Lansing - (MI)",2170384.0,278348.0
"City of Lenoir - (TN)",1721418.0,161393.0
"City of Logan - (UT)",413233.0,34848.0
"City of Madison - (SD)",92963.0,9641.0
"City of Memphis - (TN)",13735706.0,1235385.0
"City of Newark - (DE)",417437.0,52889.0
"City of North Little Rock - (AR)",906470.0,82546.0
"City of Pasadena - (CA)",1071616.0,170264.0
"City of Pierre - (SD)",174843.0,15630.0
"City of San Antonio - (TX)",21817602.0,2087058.0
"City of Santa Clara - (CA)",3425802.0,387049.0
"City of Seattle - (WA)",9259899.0,781961.0
"City of Springville - (UT)",249154.0,24828.0
"City of St George",628018.0,58203.0
"City of Tacoma  - (WA)",4555239.0,320472.0
"City of Tupelo - (MS)",656326.0,55229.0
"City of Volga - (SD)",52592.0,4738.0
"Clatskanie Peoples Util Dist",899413.0,48791.0
